SEXES REUNIS
     Table de mortalité : année 1899

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

  76   24311    2454 0.10093  6.08   23084
  77   21857    2353 0.10767  5.70   20680
  78   19504    2365 0.12128  5.33   18321
  79   17138    2277 0.13287  5.00   16000
  80   14861    2173 0.14622  4.69   13775
  81   12688    1976 0.15575  4.41   11700
  82   10712    1831 0.17090  4.13    9797
  83    8881    1638 0.18441  3.87    8062
  84    7243    1429 0.19721  3.64    6529
  85    5815    1220 0.20974  3.41    5205
  86    4595    1068 0.23245  3.18    4061
  87    3527     862 0.24437  2.99    3096
  88    2665     704 0.26397  2.79    2313
  89    1962     554 0.28266  2.62    1684
  90    1407     431 0.30618  2.45    1192
  91     976     323 0.33074  2.31     815
  92     653     223 0.34092  2.20     542
  93     431     160 0.37142  2.08     351
  94     271      99 0.36419  2.02     221
  95     172      71 0.41055  1.89     137
  96     101      42 0.41336  1.85      80
  97      60      26 0.42973  1.81      47
  98      34      12 0.34483  1.79      28
  99      22      11 0.51635  1.47      16
 100      11       4 0.39683  1.51       9
 101       6       3 0.53350  1.18       5
 102       3       2 0.53847  0.96       2
 103       1       1 1.00000  0.50       1
 104       0       0 0.00000  0.00       0
 105       0                  0.00       0
 Total population stationnaire     5438207



               SEXES REUNIS
     Table de mortalité : année 1926

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

   0  100000   10024 0.10024 53.98   94988
   1   89977    1953 0.02171 58.94   89000
   2   88023     725 0.00824 59.24   87660
   3   87298     456 0.00522 58.73   87070
   4   86842     337 0.00388 58.03   86673
   5   86504     276 0.00319 57.26   86367
   6   86229     236 0.00273 56.44   86111
   7   85993     199 0.00231 55.59   85894
   8   85794     186 0.00217 54.72   85701
   9   85608     172 0.00201 53.84   85522
  10   85436     142 0.00166 52.94   85365
  11   85294     152 0.00179 52.03   85218
  12   85142     158 0.00186 51.12   85063
  13   84984     185 0.00218 50.22   84891
  14   84799     234 0.00276 49.33   84682
  15   84565     284 0.00336 48.46   84423
  16   84281     323 0.00383 47.62   84119
  17   83958     375 0.00447 46.80   83770
  18   83582     397 0.00475 46.01   83384
  19   83185     449 0.00539 45.23   82961
  20   82736     515 0.00622 44.47   82479
  21   82222     493 0.00599 43.75   81975
  22   81729     469 0.00574 43.01   81495
  23   81260     491 0.00604 42.25   81015
  24   80769     490 0.00606 41.51   80525
  25   80280     464 0.00578 40.76   80048
  26   79816     456 0.00572 39.99   79587
  27   79359     454 0.00572 39.22   79132
  28   78906     450 0.00570 38.44   78681
  29   78456     461 0.00588 37.66   78225
  30   77994     464 0.00594 36.88   77762
  31   77531     474 0.00611 36.10   77294
  32   77057     470 0.00610 35.31   76821
  33   76586     481 0.00628 34.53   76346
  34   76105     497 0.00652 33.74   75857
  35   75609     504 0.00666 32.96   75357
  36   75105     499 0.00664 32.18   74856
  37   74607     519 0.00695 31.39   74347
  38   74088     560 0.00755 30.61   73808
  39   73528     586 0.00797 29.84   73235
  40   72942     604 0.00828 29.07   72640
  41   72338     615 0.00850 28.31   72030
  42   71723     636 0.00887 27.55   71405
  43   71087     645 0.00907 26.79   70765
  44   70443     690 0.00979 26.03   70098
  45   69753     693 0.00994 25.28   69406
  46   69059     723 0.01046 24.53   68698
  47   68337     749 0.01096 23.79   67962
  48   67588     797 0.01179 23.05   67189
  49   66791     823 0.01232 22.31   66379
  50   65967     869 0.01318 21.59   65533
  51   65098     882 0.01354 20.87   64657
  52   64216     958 0.01491 20.15   63738
  53   63259     980 0.01549 19.45   62769
  54   62279    1029 0.01652 18.74   61765
  55   61250    1061 0.01733 18.05   60719
  56   60189    1101 0.01828 17.36   59639
  57   59088    1173 0.01985 16.67   58502
  58   57915    1242 0.02144 16.00   57294
  59   56674    1304 0.02301 15.34   56021
  60   55369    1380 0.02492 14.69   54679
  61   53989    1434 0.02657 14.05   53272
  62   52555    1506 0.02865 13.42   51802
  63   51049    1610 0.03155 12.80   50244
  64   49439    1708 0.03454 12.20   48585
  65   47731    1686 0.03532 11.62   46888
  66   46045    1798 0.03904 11.03   45146
  67   44247    1903 0.04300 10.46   43296
  68   42345    2022 0.04774  9.91   41334
  69   40323    2114 0.05243  9.38   39266
  70   38209    2160 0.05654  8.87   37129
  71   36049    2149 0.05962  8.37   34974
  72   33899    2288 0.06750  7.87   32755
  73   31611    2361 0.07470  7.40   30430
  74   29250    2421 0.08278  6.96   28039
  75   26828    2437 0.09082  6.54   25610
  76   24392    2346 0.09616  6.15   23219
  77   22046    2463 0.11172  5.75   20815
  78   19583    2292 0.11705  5.41   18437
  79   17291    2264 0.13091  5.06   16159
  80   15028    2164 0.14403  4.75   13945
  81   12863    1963 0.15258  4.46   11882
  82   10900    1843 0.16905  4.17    9979
  83    9058    1656 0.18284  3.92    8230
  84    7402    1471 0.19873  3.68    6666
  85    5931    1236 0.20838  3.47    5313
  86    4695    1064 0.22669  3.26    4163
  87    3631     898 0.24723  3.07    3182
  88    2733     703 0.25740  2.91    2381
  89    2030     555 0.27324  2.74    1752
  90    1475     428 0.28996  2.59    1261
  91    1047     324 0.30976  2.44     885
  92     723     235 0.32576  2.31     605
  93     487     171 0.35038  2.18     402
  94     317     116 0.36633  2.09     259
  95     201      72 0.35911  2.01     165
  96     129      52 0.40341  1.85     103
  97      77      32 0.41613  1.77      61
  98      45      18 0.40486  1.67      36
  99      27      13 0.48402  1.47      20
 100      14       6 0.46576  1.38      11
 101       7       4 0.52992  1.15       5
 102       3       2 0.61364  0.89       2
 103       1       1 1.00000  0.50       1
 104       0       0 1.00000  0.00       0
 105       0                  0.00       0
 Total population stationnaire     5398301



               SEXES REUNIS
     Table de mortalité : année 1927

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

   0  100000    8717 0.08717 55.73   95642
   1   91283    1700 0.01862 60.00   90433
   2   89584     687 0.00767 60.13   89240
   3   88896     430 0.00483 59.59   88682
   4   88467     378 0.00427 58.88   88278
   5   88089     256 0.00291 58.13   87961
   6   87833     192 0.00219 57.29   87737
   7   87641     219 0.00250 56.42   87531
   8   87421     171 0.00196 55.56   87336
   9   87250     154 0.00176 54.67   87173
  10   87096     141 0.00161 53.76   87026
  11   86956     165 0.00190 52.85   86873
  12   86790     153 0.00176 51.95   86714
  13   86637     169 0.00196 51.04   86553
  14   86468     212 0.00245 50.14   86362
  15   86256     258 0.00299 49.26   86127
  16   85998     303 0.00353 48.41   85846
  17   85695     359 0.00419 47.58   85515
  18   85336     397 0.00465 46.77   85137
  19   84939     441 0.00519 45.99   84719
  20   84498     448 0.00530 45.23   84274
  21   84050     475 0.00565 44.47   83813
  22   83576     472 0.00565 43.72   83340
  23   83104     472 0.00568 42.96   82868
  24   82632     465 0.00563 42.20   82399
  25   82166     464 0.00565 41.44   81934
  26   81702     444 0.00543 40.67   81480
  27   81258     428 0.00527 39.89   81044
  28   80830     446 0.00551 39.10   80607
  29   80384     453 0.00563 38.32   80158
  30   79931     464 0.00581 37.53   79699
  31   79467     451 0.00567 36.75   79242
  32   79016     452 0.00572 35.95   78790
  33   78564     479 0.00610 35.16   78325
  34   78085     487 0.00624 34.37   77841
  35   77598     486 0.00626 33.58   77354
  36   77111     470 0.00610 32.79   76876
  37   76641     509 0.00664 31.99   76387
  38   76132     508 0.00668 31.20   75878
  39   75624     554 0.00732 30.41   75347
  40   75070     554 0.00738 29.63   74793
  41   74516     569 0.00764 28.84   74232
  42   73947     594 0.00803 28.06   73650
  43   73353     616 0.00840 27.28   73045
  44   72737     640 0.00879 26.51   72418
  45   72098     668 0.00926 25.74   71764
  46   71430     666 0.00932 24.98   71097
  47   70764     719 0.01017 24.21   70404
  48   70044     751 0.01073 23.45   69669
  49   69293     798 0.01151 22.70   68894
  50   68495     854 0.01247 21.96   68068
  51   67641     840 0.01242 21.23   67221
  52   66801     919 0.01376 20.49   66342
  53   65882     960 0.01456 19.77   65402
  54   64922    1008 0.01553 19.05   64418
  55   63914    1045 0.01635 18.35   63392
  56   62869    1000 0.01591 17.64   62369
  57   61869    1165 0.01883 16.92   61287
  58   60704    1206 0.01987 16.24   60101
  59   59498    1301 0.02187 15.55   58848
  60   58197    1392 0.02391 14.89   57501
  61   56806    1410 0.02482 14.24   56101
  62   55396    1540 0.02781 13.59   54625
  63   53855    1623 0.03013 12.97   53044
  64   52233    1691 0.03238 12.36   51387
  65   50541    1788 0.03538 11.75   49647
  66   48753    1713 0.03513 11.16   47897
  67   47041    2004 0.04260 10.55   46039
  68   45037    2041 0.04531 10.00   44016
  69   42996    2133 0.04960  9.45   41930
  70   40864    2270 0.05556  8.92   39728
  71   38593    2237 0.05795  8.41   37475
  72   36357    2424 0.06667  7.90   35145
  73   33933    2473 0.07288  7.43   32696
  74   31460    2557 0.08128  6.97   30181
  75   28903    2583 0.08937  6.55   27611
  76   26320    2478 0.09417  6.14   25080
  77   23841    2644 0.11091  5.73   22519
  78   21197    2538 0.11971  5.38   19928
  79   18660    2407 0.12900  5.04   17456
  80   16252    2331 0.14339  4.71   15087
  81   13922    2142 0.15385  4.42   12851
  82   11780    2015 0.17102  4.13   10773
  83    9765    1811 0.18543  3.88    8860
  84    7955    1592 0.20008  3.65    7159
  85    6363    1366 0.21467  3.44    5680
  86    4997    1087 0.21746  3.24    4454
  87    3910    1004 0.25662  3.00    3409
  88    2907     770 0.26480  2.87    2522
  89    2137     587 0.27451  2.72    1844
  90    1550     463 0.29879  2.56    1319
  91    1087     319 0.29384  2.43     927
  92     768     263 0.34259  2.24     636
  93     505     177 0.35108  2.15     416
  94     328     119 0.36439  2.04     268
  95     208      80 0.38497  1.92     168
  96     128      47 0.36603  1.80     105
  97      81      40 0.48740  1.56      61
  98      42      20 0.47312  1.56      32
  99      22      11 0.49436  1.51      17
 100      11       5 0.41111  1.51       9
 101       7       4 0.56500  1.21       5
 102       3       2 0.65490  1.13       2
 103       1       0 0.18182  1.32       1
 104       1       1 1.00000  0.50       0
 105       0                  0.00       0
 Total population stationnaire     5572566



               SEXES REUNIS
     Table de mortalité : année 1928

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

   0  100000    9478 0.09478 55.44   95261
   1   90522    1857 0.02051 60.20   89593
   2   88665     633 0.00714 60.45   88348
   3   88032     400 0.00454 59.88   87832
   4   87632     306 0.00349 59.15   87479
   5   87326     266 0.00305 58.35   87193
   6   87059     222 0.00255 57.53   86948
   7   86837     202 0.00233 56.68   86736
   8   86635     173 0.00199 55.81   86549
   9   86462     163 0.00188 54.92   86381
  10   86299     148 0.00172 54.02   86225
  11   86151     152 0.00177 53.11   86075
  12   85999     158 0.00183 52.21   85920
  13   85841     175 0.00204 51.30   85753
  14   85665     214 0.00250 50.41   85558
  15   85451     251 0.00293 49.53   85326
  16   85201     329 0.00386 48.68   85036
  17   84872     337 0.00397 47.86   84703
  18   84535     390 0.00462 47.05   84340
  19   84145     413 0.00490 46.27   83938
  20   83732     468 0.00559 45.49   83498
  21   83264     453 0.00544 44.75   83037
  22   82811     447 0.00540 43.99   82587
  23   82364     442 0.00536 43.22   82143
  24   81922     452 0.00552 42.45   81696
  25   81470     447 0.00549 41.69   81246
  26   81023     454 0.00560 40.91   80796
  27   80569     441 0.00548 40.14   80349
  28   80128     418 0.00521 39.36   79919
  29   79711     431 0.00541 38.56   79495
  30   79279     442 0.00558 37.77   79058
  31   78837     429 0.00544 36.98   78623
  32   78408     447 0.00570 36.18   78184
  33   77961     436 0.00559 35.38   77743
  34   77525     468 0.00604 34.58   77291
  35   77057     463 0.00601 33.79   76826
  36   76594     478 0.00624 32.99   76355
  37   76116     478 0.00628 32.19   75877
  38   75638     500 0.00661 31.39   75389
  39   75139     524 0.00698 30.60   74877
  40   74614     546 0.00731 29.81   74342
  41   74069     564 0.00762 29.03   73787
  42   73505     580 0.00789 28.24   73215
  43   72925     608 0.00833 27.46   72621
  44   72317     638 0.00883 26.69   71998
  45   71679     656 0.00916 25.92   71351
  46   71023     668 0.00940 25.16   70689
  47   70355     685 0.00974 24.39   70012
  48   69669     720 0.01033 23.63   69310
  49   68950     761 0.01103 22.87   68569
  50   68189     826 0.01211 22.12   67776
  51   67363     849 0.01260 21.38   66939
  52   66514     896 0.01347 20.65   66066
  53   65618     924 0.01409 19.93   65156
  54   64694    1000 0.01546 19.20   64194
  55   63694    1049 0.01648 18.50   63169
  56   62644    1078 0.01720 17.80   62106
  57   61567    1109 0.01801 17.10   61012
  58   60458    1175 0.01944 16.41   59870
  59   59282    1301 0.02194 15.72   58632
  60   57981    1353 0.02334 15.06   57305
  61   56628    1429 0.02524 14.41   55914
  62   55199    1508 0.02732 13.77   54445
  63   53691    1593 0.02967 13.14   52895
  64   52098    1693 0.03250 12.53   51251
  65   50405    1777 0.03526 11.94   49516
  66   48627    1848 0.03801 11.35   47703
  67   46779    1865 0.03987 10.78   45846
  68   44914    1980 0.04409 10.21   43924
  69   42934    2171 0.05057  9.66   41848
  70   40763    2199 0.05394  9.14   39663
  71   38564    2267 0.05879  8.64   37430
  72   36297    2363 0.06509  8.15   35115
  73   33934    2360 0.06956  7.68   32754
  74   31574    2498 0.07911  7.21   30325
  75   29076    2510 0.08631  6.79   27821
  76   26566    2467 0.09286  6.39   25333
  77   24099    2460 0.10207  5.99   22869
  78   21640    2366 0.10935  5.61   20456
  79   19273    2436 0.12640  5.24   18055
  80   16837    2225 0.13215  4.93   15725
  81   14612    2181 0.14928  4.60   13521
  82   12431    2007 0.16143  4.32   11427
  83   10424    1807 0.17339  4.05    9520
  84    8617    1628 0.18893  3.80    7803
  85    6989    1391 0.19897  3.57    6293
  86    5598    1255 0.22412  3.33    4971
  87    4343     985 0.22679  3.15    3851
  88    3358     844 0.25136  2.93    2936
  89    2514     710 0.28250  2.74    2159
  90    1804     516 0.28631  2.62    1546
  91    1287     395 0.30701  2.47    1090
  92     892     285 0.31967  2.35     750
  93     607     207 0.34054  2.22     504
  94     400     137 0.34110  2.10     332
  95     264     107 0.40512  1.93     210
  96     157      62 0.39527  1.90     126
  97      95      37 0.39051  1.82      76
  98      58      24 0.40969  1.67      46
